,Ratings,Reviews,Sentiment
445,4.0,"I have taken my loan from FULLETRON  , my loan experience was good and i did not face any issues at the time of documentation . Rate of interest is 30% and it is high in the market and tenure period is 4year . They charge for processing fee 3% and",1
446,4.0,I have taken my personal loan with HDFC BANK 1 year back. The loan  amount was 3 lakhs and the interest rate was very high. The EMI period was 4 years . They have sanctioned  the loan with the committed time and the processing   fee was,1
447,5.0,"I have given 5 starts to BANK BAZAAR , because the service was excellent and i never expected this much soon i will receive my loan . I came to know about this website through online and mails . I have been using this website from past 6year . Mainly i use this website to check insurance, loan .",1
448,5.0,"I have taken personal  loan from CITI BANK , the services and the process was excellent with this bank and i did not face nay issues at the time of documentation . Rate of interest is nominal in the market and tenure period is 5year . There is option of preclosere .",1
449,3.5,Mobile application and website is very easy to use with BANK BAZAAR . I am using this website from past 6month . The process and services was very quick and smooth with bank bazaar . I came to know about this website through online .,0
450,4.0,"I have taken personal loan with TATA CAPITAL , i am satisfied with rate of interest it is 12.9% and tenure period is 5year . My loan experience was quick and smooth i did not face any issues at the time of documentation . Processing fee will be waive off . My loan amount is 4.5 lakh .",1
451,5.0,I have been using BANK BAZAAR services for the  past 6month . I have not started using mobile application of bank bazaar . The process and services which has been provided through this bank is pretty good . I came to know about this,1
452,4.0,"My personal loan was taken with HDFC BANK , and my experience with this bank is excellent i did not face any issues at the time of documentation, even the customer service and their response is up to the mark with this bank .I use to pay EMI 7000.",1
453,4.0,"The services which has given through BANK BAZAAR was great , i never expected this much soon i will receive my credit card . I have not started using mobile application till date . Customer service and their response is up to the mark , they follow  up very well .",1
454,4.0,"My personal loan was taken with EARLY SALARY , the services which has been provided through this bank is pretty good, and process was so quick and smooth . My tenure period is 1month and processing fee is 300. Customer service  and their response is pretty good .",1
455,4.0,My personal loan was taken with HDFC bank 5 years back. The loan amount was 3 lakhs  and the interest rate was satisfactory . I am happy with the service and responses . The tenure  period was 26 months. The processing fee was very nominal and the documentation was also smooth.,1
456,4.5,"BANK BAZAAR is a good platform for all the financial products, The customer  service and responses was very good .The mobile  application is quite good and very satisfactory so I would like to  recommend  to others .My overall experience was very good.",1
457,4.5,My proper loan was taken with CAHSE recently. The loan amount was 6000 and the interest rate was satisfactory . The tenure period was 20 years .The loan process was very satisfactory and they have sanctioned the loan within the committed,1
458,3.0,My personal loan was taken with HDFC bank 9 months back. I have takne 2.5 lakhs  and the interest rate was quite high. The EMI period was 4 years . I had a good process and there is no inconvenience faced. The documentation was very,0
459,3.5,My experience was really amazing with BANK BAZAAR . The customer  service and responses was up to the mark. I have applied through the mobile application which is quite user friendly  and it has lot of options too.My overall experience  was good.,0
460,3.5,"My personal  loan was taken with CASHE. I had a satisfactory loan process and i have taken 10,000  here. The given interest rate was very much satisfactory and the tenure period  was 1 month,. The customer  service and responses was very good",0
461,3.0,"My personal loan was taken with HDFC bank few months back. The loan amount was 1,58,000 and the interest rate was very high here. The tenure period was 36 months. I am satisfied with the service and  responses . I had a smooth",0
462,5.0,BANK BAZAAR is a good platform for all the financial products.The customer  service and responses was very good. I have used the website which is very user  friendly  and easy to access. The web portals accuracy and speed is good so Its recommendable.,1
463,4.0,"My credit card was taken with EARLY SALARY recently .The  loan experience was very good  and immediate here. The loan amount was 10,000 and the interest rate was high . I have taken for a month but the processing fee was high . I had a smooth",1
464,5.0,BANK BAZAAR is a good platform for all the financial products .The customer  service and responses was very good. I use their website  which is quite user friendly  and i have even tried using their credit score option which is very useful.,1
465,5.0,I have taken my personal loan with TATA CAPITAL. The loan amount was 3 lakhs  and the interest rate was very satisfactory . The EMI period is 3 years .The loan process   was quite good and there's no inconvenience faced. The loan was approved on time and the processing fee was nominal.,1
466,5.0,My experience was really amazing with BANK BAZAAR . I am satisfied with the service and responses here. I use the website which is very user friendly  and easy to understand . The web portal's accuracy and speed is good so I would like to recommend this site to others.,1
467,5.0,My personal loan  was taken with TATA CAPITAL . The loan amount was 4 lakhs  and the interest rate was very average . The tenure  period was 4 years . I had a very good experience and there is no inconvenience faced . I am satisfied with the,1
468,5.0,BANK BAZAAR is a good platform  for all the financial products .The customer service  and responses was very good. The process was very nice and quick. The  mobile application is very user friendly  and i use the credit score option which is very good.,1
469,5.0,"BANK BAZAAR is a good platform  for all the financial products ., The customer service  and responses was very good. The process was very nice and quick. The  mobile application is very user friendly  and i use the credit score option which is very good.",1
470,5.0,"My credit card was taken with ICICI bank. I had a good process and very quick experience. I have taken 5 lakhs  and the interest rate was very satisfactory  and the tenure period was 5 years, They haves sanctioned the loan with the committed time., The processing fee is nominal.",1
471,0.5,My loan disbursement took 1 month of time and not given the offered interest rates and other offers. Even I have shared the email from agent and all the rates communicated to me on the day of disbursement. I have complained after they calling,0
472,4.0,My experience was really good with BANK BAZAAR. Their customer  service and response was excellent .I have taken my credit card before  and the process  is always good  but they should work on their website  and their options .My overall experience was good.,1
473,4.0,My personal loan was taken  with STANDARD CHARTER bank. Their loan process was very  good . I have taken 2 lakhs and the interest rate was quite good and better when compared with other banks . There is no processing fee also.I had a  very smooth,1
474,4.0,"BANK BAZAAR is a good platform for all the financial  products   ,The customer  service and responses was very good. The website is very user friendly and too much of information  on the website which should be avoided.  My overall experience is good.",1
475,4.0,My experience was really good with BANK BAZAAR .The customer  sere and reposes was good. The website  is very  suer friendly  and easy to  navigate. I  have used the Mobile application too so I would like to recommend  to others. My overall experience  was good.,1
476,4.0,My personal loan was taken with TATA CAPITAL. The loan amount was 5 lakhs  and the interest rate was very much satisfactory  here. The tenure period was 5 years. The documentation was  very  much  satisfactory and there is no processing fee at,1
477,5.0,My experience was really good with BANK BAZAAR. The process was very good and the followup's done properly. It was a paperless process and it was very quick also. I used their website which is very user friendly and i have got,1
478,5.0,My personal loan was taken with TATA CAPITAL. The process was very good and smooth. The loan amount was 15 lakhs  and the interest rate  was very satisfactory  . I had a  very smooth experience  and i was able to upload documents on line which is very,1
479,4.0,I also have a personal loan with ICICI Bank. The customer services are good and the process was on time. I did not face any delay and the documents were collected on time. The rate of interest and the processing charges is normal and the after loan services are good.,1
480,4.0,"BANK BAZAAR is a good platform for all the financial products , The customer  service and responses was very good. I use the website which is quite user friendly  and easy to access. The web portal's  accuracy and speed is good.My overall experience was good.",1
481,3.0,"My personal loan was taken with CASHE. The process was good and the loan amount was 20,000. The given interest rate is satisfactory  and the tenure  period was 3 months. The process was good and smooth here. The documentation was also",0
482,5.0,My experience was really amazing with BANK BAZAAR . The customer  service ad responses was very satisfactory  . The website is very  user friendly  and easy to navigate. The web portals accuracy  and speed is good so I  would like to recommend to others.,1
483,5.0,"My personal loan was taken with INDUSIND  BANK. I had a very good experience here and i have taken 63,0000 loan amount . The given interest rate was very satisfactory and the tenure period was3 years . The loan was approved on time and there is no processing fee here.",1
484,4.0,I have taken a loan with RBI BANK and my loan experience is pretty good. My loan amount is 300000 and interest rate is is nominal. There are no hidden charges. I use to pay 11000 as EMI per month and tenure period is 3years. Processing fee,1
485,4.0,I have taken a loan with HDB BANK and my loan experience is pretty good. My loan amount is 300000 and interest rate is is nominal. There are no hidden charges. I use to pay 11000 as EMI per month and tenure period is 3years. Processing fee,1
486,5.0,"About bank-bazaar both the application and the website was really good and easy to navigate , its user friendly . The information which was given in the website and the application was informative. In  the application its easy to navigate to the specific product which i required.",1
487,3.5,"My only suggestion to the bank-bazaar is that it could be much better if they would have been making minimal calls for the new offers, about the bank-bazaar application and the website is user friendly and informative. Also i will suggest bank-bazaar to my friends and family.",0
488,3.5,"I have taken the loan  for 6 year tenure,  whereas no other banks will offer a tenure periods as such.Though its was for the small value they gave me 6 years tenure. I requested for 5 lakh rupees and they approved the same, approved loan money",0
489,5.0,"I have taken the loan from tata capital for 5 years and processing and the documentation was easy which measn for the documentation around 80% i have completed in the online and remaining 20% did it in hard copy, transparency was the in the",1
490,5.0,I have also taken my personal loan with ICICI Bank and the banking process is good. The best about the bank is they do not provide any false commitments and the interest rate and processing charges are normal. The after loan services are also good.,1
491,2.0,My personal loan was taken wit ICICI bank. The process was very good and fast here. The loan amount was 7 lakhs   and the interest rate was very high. The tenure   period was 5 years . I had a  good experience  here. There is no delay at all and i had a,0
492,5.0,HDFC Bank has also offered me a personal loan. I am happy with the services as they were quick to respond and collect my paper work on time. The rate of interest and processing charges are also normal. The after loan services are satisfactory as well.,1
493,4.0,I had a good experience with BANK BAZAAR . My personal loan was taken here. Their customer  service and responses was very  good. I have used their website and is  very user friendly  too. The web portals accuracy is good and there is no run or down time error faced while using it.,1
494,4.0,My experience  was really amazing  with BANK BAZAAR . The customer  service  and responses was really good. There is no issues faced so far here and i use their mobile application. The options are very  amazing and user  friendly  too so its recommendable.,1
495,4.0,"My personal loan was taken with EARLY SALARY . I had a  hassle free loan  process here and i have taken 12,000 loan amount but the given interest rate was very high . The tenure period was 1 year. The Custer  service and response was up to the",1
496,5.0,HDFC Bank is good overall for the personal loan. The services and response is good and there are no hassles in the process. The rate of interest and processing charges are normal too. Special thanks to olive and Rajni........................,1
497,5.0,"BANK BAZAAR is a good platform for all the financial products, The customer service and responses was very good. This is my first  experience here and their mobile application is quite user  friendly  and the options are amazing  .My overall experience was excellent.",1
498,4.5,My credit card was taken with EARLY SALARY  recently . The loan amount was 9000 and the given interest rate was bit high and the tenure period was 1 month. I had a good experience . The service and responses was very good . The processing fee,1
499,4.0,My experience was very good with BANK BAZAAR. The customer service  and responses was very good. This is my first  experience here and i use their website which has many good options on banks and interest rate . The web portal's accuracy and speed is good.,1
500,3.0,"My personal loan was taken with CASHE recently. I had a very nice loan experience here . The loan amount was 30,000 and the interest rate was also average . The tenure period was 3 months . I had a  very quick process and there is no inconvenience",0
501,3.0,"BANK BAZAAR is a good platform for all the financial products., The customer service ad responses was very  good. I use the website which is very user friendly  and easy to navigate . The web portal's accuracy and speed is good so I would like to recommend to others.",0
502,3.0,"My personal loan was taken with FULLERTON .The process was very good but their processing fee was very high.The loan amount was 1,54,000 and the interest rate was satisfactory .The tenure period was 5 years. I had a smooth and hassle  free",0
503,0.5,This is a company filled with cheats and they are trained in manipulating the customers. I was looking for a personal loan and these guys approached me with and low interest rate and promise to process it in 2-3 days. I have provided,0
504,4.0,"I have taken a personal loan with HDFC bank and my loan experience was good, the loan amount was for Rs 2 lakhs with nominal interest rate when compared to other banks. I am happy with the customer support as their response was good. The tenure period for this loan is 36 months.",1
505,4.0,"My personal loan experience was very good with ICICI bank, the loan amount was for Rs 4 lakhs with nominal interest rate when compared to other banks. Customer support was good with ICICI bank and they responded on time. The tenure period for this loan is 4 years.",1
506,5.0,"I have taken a personal with HDFC bank and my loan experience was good, the loan amount was for Rs 1 lakh with 10.99% as interest rate which is nominal in the market. Customer service was good and they followed up on time. The tenure period",1
507,4.0,"I have taken a personal loan with Bajaj finserv and my experience was good, the loan amount was for Rs 1 lakh with high interest rate when compared to others. Customer service is good and they responded on time. The tenure period for this loan is 3 years.",1
508,5.0,HDFC Bank is good overall for the personal loan. The services and response is good and there are no hassles in the process. There was no delay and I got the loan on time. The rate of interest and processing charges are normal too. The after loan services was good as well.,1
509,5.0,Axis Bank has also offered me a personal loan. The customer support was good and the documentation process was on time and the disbursement too. The rate of interest and processing charges are also normal. I got a good deal overall in the process.,1
510,5.0,"I have taken a personal loan with Bajaj Finserv and my loan experience was good, the loan amount was for Rs 1.5 lakhs with nominal interest rate when compared to others. There are no charges on preclosure. Part payment was allowed anytime and the internet service is very good in Bajaj.",1
511,5.0,"I have taken a personal loan from the Yes Bank for 3 LACS, they offered the loan at a nominal interest rate. The loan was sanctioned and disbursed with in3-4 days. The customer support was also very good. It has been a hassle free personal loan experience with the Yes Bank.",1
512,4.0,Citibank is overall good and I have taken my personal loan with them. The documents were  taken from me on time and I had to submit them physically. The rate of interest and the processing charges are also good. The disbursement also happened on time.,1
513,4.0,My personal loan was taken with HDFC bank 2 months back. The loan amount was 6 lakhs  and the tenure period was 4 years back. Their interest rate was very satisfactory . I had a very good and hassle free process. They have provided door step service,1
514,5.0,HDFC Bank is really good in the process and customer services. I have taken a personal loan and there are no issues to get the loan through. The disbursement happened on time. The rate of interest is of 11% and there is a processing fee. There is also a pre closure options after six months.,1
515,4.5,"Very good response from the Bank bazaar team, I have received the phone call from the concerned bank, they suggested benefits also to me. I have recently started using bank bazaar services and the services which has been provided through this",1
516,4.0,My personal loan was taken with IDFC1 year back. The loan amount was 1 lakh and the interest rate was very satisfactory  . The tenure  period was 2 years . I had a very satisfactory loan process and the documentation was very smooth. The,1
517,5.0,I have taken my personal loan with HDFC Bank. The interest rate is of 13.99% and the processing charges is also taken. The customer services are good the response is good too. It was convenient as there were no documents to submit. I got the loan on time.,1
518,3.0,The experience with ICICI Bank has not been up to the mark for the personal loan. I had to follow up a lot in the process and it has not been a satisfactory process. I was told that the rate of interest was of 11% and finally they charged 15%. I would not suggest them to others.,0
519,3.0,I have a personal loan with Citibank. The process of documentation is good. It was taken from me on time. I also got the promised rate of interest. They informed me a rate of 10.49% and I got the same. The only drawback is the ECS transaction. It does,0
520,1.0,I had taken a personal loan with HDB financial services. I asked for four lakhs and they have given only two lakhs and I was told that the interest rate is of 14%. It is almost a year now and I wanted to taken a top up. So I contacted the institution. The,0
521,0.5,Horrible experience with personal loan application. Was on hold for 15 days before I got to know they need more documents. The number provided by agent never worked neither anyone contacted to provide this info. Regretting having salary account,0
522,5.0,The process for the personal loan is good and there are no hassles as there is no documentation involved for a existing customer. The customer service and response is good. I am also comfortable with the rate of interest and processing charges with Kotak Mahindra Bank.,1
523,5.0,"My personal loan experience was very good with HDFC bank, the loan amount was for Rs 5 lakhs with nominal interest rate when compared to other banks. Customer service was good and they responded on time. The tenure period for this personal loan is 4 years.",1
524,3.5,"I have taken a personal loan from Bajaj Finserv and the experience was good, the loan amount was for Rs 1.25 lakhs with nominal interest rate when compared to others. Customer service was good and they responded on time. The tenure period for this loan is for 3 years.",0
525,4.0,It has been a very good experience with them and the process in getting this loan had been good as well. It had taken almost a week in getting this loan. The loan amount had been satisfactory as well as the interest rate has been nominal when compared with the market rate.,1
526,5.0,Kotak Mahindra Bank has offered me a personal loan too. The experience is good and there are no hassles in the process. The documentation was nominal and collected on time. The rate of interest and processing charges is normal and the process was timely.,1
527,3.0,I have a personal loan with HDFC Bank. The customer support is good and this loan was few years ago. The process was good at that time and I am also okay with the rate of interest and the processing charges too. The process to get the loan is good and on time.,0
528,5.0,HDFC Bank is very flexible for me in the banking features. It is a very nice experience. I have taken a personal loan from them. The rate of interest and processing charges is normal and there was no documentation involved as I am a existing customer.,1
529,0.5,AXIS BANK FIT FOR NOTHING - WORST BANK IN INDIA. Worst service and this bank is fit for nothing. I wonder if atleast one person work in this bank. I waited for 1month 20days for personal loan and they never reverted back even after multiple,0
530,5.0,I have got a loan quickly. They have given a details about the processing fee and interest rate. I have taken the personal loan 2 years before. I have opt the tenure period of 3 years. I have applied the loan amount of Rs. 2 lakhs and they have sanctioned the,1
531,5.0,It has been a very good experience with this Personal loan and the process in getting this loan had been smooth and simple. The loan amount which they had provided had been satisfactory as well as the interest rate with them had been,1
532,4.0,"My experience with SBI for personal loan was good, the loan amount was based on my requirement and the rate of interest was nominal when compared to others. Customer service was good and they responded on time. The tenure period for this loan is 5 years.",1
533,3.0,"My experience with Bajaj Finserv for personal loan was good, the process was smooth and i received my loan amount on time. I am planning to preclose this loan as the rate of interest is very high. The loan amount was for Rs 2 lakhs with the tenure period of 3 years.",0
534,5.0,"I have taken a personal loan with Karnataka bank and my experience was good, the loan amount was for Rs 10 lakhs with nominal interest rate when compared to other banks. Customer service was good and they responded on time. The tenure period for this loan is 5 years.",1
535,4.0,"I have taken a personal loan with HDFC bank and my loan experience was good, the loan amount was for Rs 2 lakhs with high interest rate when compared to others. Customer service was good and they responded on time. Preclosure is allowed",1
536,2.5,My personal loan was taken with FULLERTON 1 month back.The loan amount was 10 lakhs  and the interest rate was very high. Te tenure period was 5 years. The process was quite good and excellent . I haven't faced any issues and the documentation  was smooth but  The processing  fee was high.,0
537,4.0,"It has been really good experience with this loan, the loan amount which they had provided has been satisfactory. The interest rate with them had been a little high when compared with the market rate. The process in getting the loan had been good and the staff responses also had been prompt.",1
538,4.0,It has been a very good process in getting this loan and the loan amount which they had provided had been satisfactory as well. The interest rate with them has been on the lower end when compared with the market rate. There has not been any,1
539,4.0,I have been using bank bazaar services for many months. The service which have been provided through bank bazaar is pretty good but they have to reduce the call flow otherwise the customer service is excellent. Even i am using mobile,1
540,5.0,"I have taken loan with HDFC BANK 5years back. Interest rate is 13.99% which is nominal in the market, and my loan amount is 2.5lakh and it is satisfactory. There is no hidden charges. I use to pay 8500 as EMI per month and tenure period is 3years. Customer service response is good.",1
541,5.0,I have recently started using bank bazaar services and the services which has been provided through this website is pretty good. This is best website because it is connected to various banks . Customer service response is excellent. I did not face any difficulty at the time of  documentation.,1
542,5.0,"I have taken loan with TATA CAPITAL BANK 5years back. Interest rate is 13% which is too high in the market, and my loan amount is 1.8lakh and it is satisfactory. There is no hidden charges. I use to pay 4000 as EMI per month and tenure period is",1
544,5.0,I have taken loan with IDFC  BANK and my loan experience was good. My loan amount is 300000 and interest rate is 12%  and it is satisfactory.There are no hidden charges. I use to pay 6743 as EMI per month and tenure period is 5years. .The process,1
545,4.0,I have been using bank bazaar service for long time. The service which has been provided through bank bazaar is pretty good. I came to know about this website through online when i am searching for credit card offers. Customer service response is good.,1
546,4.0,I have taken loan with STANDARD CHARTED BANK 2years back and my loan experience was good. Loan amount which they offered is very satisfactory and interest rate is 11.45% and it is nominal in the market. Tenure period is 2years. The,1
547,5.0,"I have been using bank bazaar services 4years back, but for the first time i have taken financial product from this website. The service which has been provided through this bank is pretty good. I came about this website through advertisement.",1
548,5.0,I have taken loan with HDFC BANK and my loan experience was good. My loan amount is 1100000 and interest rate is 17.38%  and it is satisfactory.There is no hidden charges. I use to pay 4500 as EMI per month and tenure period is,1
549,5.0,"I have taken a personal loan through this on line tool, I received very nice service, they helped me an guided me throughout the process. They were in regular touch with me regarding my loan process and wanted to get the loan approval for me at the earliest.",1
550,4.0,"I have a personal loan taken from Tata Capital, they delayed the loan process for 20 to 25 days due to documents related queries, their reason was genuine as I was not available sometimes but still almost is a long time. However rest everything was",1
551,4.0,"I have taken the services of this on line tool, the services are good I am quite happy with it. Everything was done on time, the processing was good and smooth. I received proper customer service as well. I did not receive Amazon voucher as it was available as offer I am still waiting for it.",1
552,2.5,"I have taken a personal loan from IndusInd bank, but it took lot of time for them to approve the loan amount, there was no proper communication between the bank and myself and it was completely difficult to get in touch with them to",0
553,5.0,"My experience was good so far with bankbazaar, the services provided by bankbazaar is good when compared to others in the market. Customer service was good and they responded on time. I use website of bankbazaar to check for offers and compare rates on the products.",1
554,4.0,"My personal loan application was approved with ICICI bank and the experience was good, the loan amount i requested for is Rs 1.38 lakhs for 3 years with nominal interest rate. Customer service was good, they collected documents on time and the loan was disbursed within 10 days.",1
555,3.0,"It has been a very good experience i had with them and the process has been smooth and easy. There has been a processing fee which has been with them has been normal, the interest rate also had been nominal with them. I am not that much",0
556,5.0,I have taken this personal loan 1 year before. I have received the loan on time. They have offered me a interest rate of 15.5% and the processing fee of 2% which is nominal. I have applied the loan amount of Rs. 85000 and they have deducted the process fee,1
557,3.0,The process in getting the loan had been a little slow and had taken some more time than usual. The loan amount had been satisfactory and the interest rate which they had been charging had been nominal when compared with the market rate,0
558,1.0,"Interest rates are too high in HDFC. Because of the emergency, i have taken this loan. They are charging in every stage. To open a loan, pre-closure, late fee, For delay in a EMI they are charging. Penalties are very huge in HDFC. I have",0
559,3.5,"I have taken a personal loan from the Axis bank for 7 lacs, the interest rate was high. I got the loan amount with in 4 days, The interest rate was comparatively high. The whole application process was easy and hassle free. I got the loan amount in time.",0
560,4.5,I have taken my personal loan with BAJAJ 4 years back. The loan amount was 3 lakhs  and the interest rate was  satisfactory . The EMI period was 5 years back.Their service and really good and  it was complete paperless. The pre closure  process was,1
561,5.0,Kotak is very good banking. I have got a loan amount 1.5 years back. I have applied the 3 lakhs and i have received the same. They have provided me the interest rate of 11.25% and I'm not sure about the processing fee. They will check about the,1
562,5.0,It has been a very good experience with Bank services and the process in getting this loan had been simple and smooth. The loan amount which they had provided had been good as well and the interest rate with them had been nominal. Their,1
563,4.0,My personal loan was taken with ICICI bank 4 months back. The loan amount was 1 lakh  and the interest rate was satisfactory and the tenure period was 2 years .The process was very good and i didn't face any difficulties at all . They have,1
564,4.0,My personal loan was taken with Citibank 4 years back. The loan amount was 7 lakhs  and the interest rate was high . The tenure period was 5 years. The process was very satisfactory  and i had a smooth documentation here. The processing fee is  1% and the pre closure  is after 1 year here.,1
565,5.0,"I have taken this personal loan recently like 6 months before. I had a loan previous and i have top up it. I have got a loan amount of Rs.2 lakhs. They have offered me a interest rate of 10.50% which is nominal. I have to pay the EMI of Rs. 17,500 and i",1
566,5.0,"I've taken a personal loan from the HDFC bank for 1.5 lacs,  the interest rate was 10.99 which was low when comparing with other banks. I got the loan amount with in a day. It was a smooth and hassle free personal loan experience with the HDFC bank.",1
567,3.0,"Every 31st or 30th morning itself they are deducting the money. Some times the salary will get credited late in that case, i have faced a issue many times.  Customer care people are busy for a long time and sometimes they will not pick up the",0
568,3.5,"I have taken the personal loan for marriage purpose. I have received the loan in the month of April. Within 10 days, i have received the loan. I have applied the loan amount of Rs. 2 lakhs and interest rate of 13.5%. The loan amount is taking",0
569,4.5,"I've taken a personal loan from the ICICI bank for 3 lacs. The interest rate is very high, I am paying an EMI of 8200. The whole application and documentation process was easy and hassle free. It has been a very good personal loan experience with the ICICI bank.",1
570,4.0,I have never interacted with the HDFC customer care. The interest rate are nominal. They have offered me about 14% and i don't remember about the processing fee. Within 1 week i have received the personal loan. I don't have any trouble while i  was purchasing the personal loan.,1
571,5.0,"I have taken  a personal loan from the HDFC bank for 3.5 lacs, I  have applied for the loan via the online account. I got the loan amount with in 2 hours. It was very fast.  The interest rate 10.99% which was also nominal when comparing with the other banks.",1
572,3.0,It has been one of the best experience with this personal loan. The process in getting this loan had been good but the loan amount had been less. The interest rate with them had been nominal when compared with the market rate. Their customer support also had been good as well.,0
573,3.5,I have taken my personal  loan with HDFC bank 2 months back. The loan amount was 4 laksh and the interest rate was on a higher side which is not satisfactory . The EMI period was  1 year. I had a good process here and there is no processing fee,0
574,4.0,It has been a very good experience with them where the loan amount which they had provided also had been good as well. The interest rate with them had been comparatively good and the loan has been taken for my personal purpose. Their staff,1
575,5.0,Overall the experience i had with Bank Bazaar had been good. I had been using the website of them and it had been easy in using it. I had been using the services for a long time and their customer support also had been helpful. But during the process in this,1
576,4.0,"I had got a good offer with them and i went in choosing to go with them. For closing the past loan and add the top up loan i had to visit the branch and do all the formalities and paper works, it would have been good if there was been some easy way.",1
577,4.0,It has been a very good experience with them and i had taken this loan almost 4 months back  and the process in getting this loan had been simple and easy. The loan amount which they had provided had been satisfactory. The interest rate with them,1
578,3.5,I have started using Bank Bazaar services two months back and the services had been good. During the time of the process of the loan the customer support should be more prompt in knowing the status of the loan. The customer,0
579,3.5,I have chosen to go with them since the interest rate with them had been good and the process in getting this loan had been smooth and easy. It has taken a weeks time in getting this loan and the loan amount which they had provided had been,0
580,5.0,The process in getting this loan had been very good where loan amount which they had provided also had been satisfactory as well. The interest rate which they had been charging also had been less as well. I had taken this loan for my personal purpose.,1
581,5.0,It has been a very good experience with Bank Bazaar services and i have recently started using the services of them. I had been using the mobile application of them and it had been easy in using it. During the process they had taken a little long time,1
582,4.0,The process in getting this Personal loan had been good and the experience had been good as well. The loan amount which they had provided had been good and the interest rate with them had been a little on the higher end. Their customer,1
583,5.0,It has been a very good experience with bank Bazaar and i had been using the website of them and it had been easy in using it. Their customer support also had been very good and there has been a good response which they had been,1
584,4.0,My Salary account had been with ICICI and that was the reason i had chosen to go with them. The process in getting this loan has been smooth and easy. But it has taken some more time than usual. The interest rate with them had been good where,1
585,4.0,It had been a very good experience i had with Bank Bazaar so far and i had started using the services of them very recently. I had been using the website of them and it had been easy in using it. Even when i had raised a complain against the bank while,1
586,1.0,I had chosen to go with them since my salary account has been with them. The process in getting this loan had taken more time than usual. I have taken Personal loan earlier also from them but it was a different experience where the process was,0
587,3.0,"As per the experience it had not been bad with Bank Bazaar so far, they had made the process simple. I could able to compare the products which we can chose from and that is the best thing about them. They had shared with me a customer care",0
588,3.0,It had been a normal experience i had with Bank Bazaar services and i had recently started using the services of them. I had been using the mobile application of them and it had been easy in using it. Their customer support also had been responsive where they had made some follow ups as well.,0
589,3.0,The experience in getting this loan had not been bad and the process in getting the loan also had been not bad. The interest rate also had been nominal and their customer support had been responsive and had been okay. Overall it had been a hassle free experience.,0
590,4.0,"My personal  loan was taken with AXIS Bank 1 month back. The loan amount was 42,000 and the  interest rate was very high. The EMI period was 3 years  . The service was very nice and there is no issues faced with the overall experience . The loan",1
591,0.5,"Worst experience ever come across....Don't ever go with HDFC for personal loan. Executive gives false commitments, never response regarding the status,  Interest rate very high, closer charge 4 %, Wrost bank for personal loan. The processing fee, the interest rate are way too high.",0
592,4.0,My personal loan was taken with HSBC bank 5 years back. The loan  amount was 1.5 lakhs  and the interest rate was  satisfactory . The loan process was very  satisfactory and i didn't faced any inconvenient . It was hassle free and there is no,1
593,3.0,I have taken loan with KOTAK BANK and my loan experience was good. My loan amount is 100000 and interest rate is 16.5%  and it is satisfactory. I use to pay 9000 as EMI per month and tenure period is 6month. But i am not satisfied with,0
594,5.0,I have taken loan with TATA CAPITAL BANK and my loan experience was good. My loan amount is 150000 and intrest rate is 16%  and it is satisfactory. I use to pay 4500 as EMI per month and tenure period is 4years. .The process was so,1
595,5.0,Processing fee is nominal. I have taken this personal loan recently. From the next month only my first month EMI is going to deduct. I have applied the loan amount of Rs. 2.61 lakhs and they have offered me a interest rate of 10.99%. They,1
596,4.0,"I have taken a personal loan with Union Bank of India and my loan experience was good, the loan amount was for Rs 4 lakhs with nominal interest rate. There are no preclosure charges for this loan. Customer service was good and the tenure period is 5 years.",1
597,4.0,"My personal loan experience with ICICI bank was good, the process was smooth and the loan amount was disbursed on time. The loan amount was for Rs 1.20 lakhs with nominal interest rate of 11.49%. I was happy with the customer service and the tenure period was for 2 years.",1
598,4.0,"I have taken a personal loan with HDFC bank and my loan experience was good, the loan amount was for Rs 30000 with nominal interest rate. Customer service was good and they responded on time. The tenure period for this personal loan is 1 year..",1
599,4.0,The process in getting this loan had been very good and the loan amount which they had provided  had not been satisfied my requirements. The interest rate with them had been a little high when compared with the market rate. Their customer,1
600,4.0,It has been a very good experience with Bank Bazaar so far and i had been using the mobile application and it has been easy in using it. Their customer support also had been good where there has been a good follow which has been made by,1
601,4.0,I had chosen to go with them since there has been a nearby branch of ICICI and that made me to go with them. The process in getting this loan had been smooth and simple and the loan amount which they had provided had been satisfactory as,1
602,3.0,"The experience with them has not been that great and the process has taken a little long time than usual. Their customer support had been hard to reach, but the loan amount which they had provided had been satisfactory. The interest rate",0
603,5.0,It has been an excellent experience with Bank Bazaar services so far. I have been using the services for a long time. I had been using it for checking for loans and checking credit scores. Their customer support also had been very,1
604,5.0,I had chosen to go with them since with them it is a fast process which they are making as well as their services are nice. The process went smooth and simple and the loan amount which they had given had been satisfactory and the interest rate with,1
605,3.5,I have taken personal loan from the hdfc bank . They have given promising rate of interest with zero processing fees . They instantly approved the loan . They gave the tenure period of 2 years and i make the payment through my salary account which gets auto debited from my account .,0
606,4.5,It has been a good experience with Bank Bazaar and i had started using the services of them for a long time. I had been using the website of them and it had been easy in using it. During the process there has been a good follow up which they have,1
607,4.5,The process in getting this loan had been very good and the loan amount which they had provided had been good as well. There has not been any charges which they have been making and the customer support and the staff responses had been quick as,1
